trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.2, 'e': 0.02476005539009362}",25,14,20.727595520581044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.024512454836192684}",20,0,30.110316392731445,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.2, 'e': 0.024267330287830756}",20,8,17.36077555055437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.024024656984952448}",25,14,20.506981953876398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.023784410415102923}",25,7,17.135557651741077,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.023546566310951894}",30,15,15.729402245746927,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.023311100647842375}",30,15,26.01245345864698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.02307798964136395}",20,12,15.938093756466635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.022847209744950314}",25,13,22.166783653820122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.02261873764750081}",30,16,25.95718153096708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.022392550271025803}",20,14,10.415697326393127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.022168624768315544}",20,12,11.840937810453752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.02194693852063239}",25,18,12.969684350109455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.021727469135426065}",25,13,23.633215780051643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.021510194444071803}",20,0,2.103334193503783,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
383,False,"{'a': 0.2, 'e': 0.021295092499631085}",20,14,12.104266268018636,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.021082141574634772}",25,2,32.98218005799253,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.020871320158888425}",30,0,46.750139149636354,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.020662606957299542}",30,20,20.557481429446756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.020455980887726547}",20,12,-26.035750268282353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.2, 'e': 0.02025142107884928}",20,12,12.553982499585352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.020048906868060788}",25,11,15.7009724332409,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.01984841779938018}",20,0,5.3363455241634945,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
391,False,"{'a': 0.2, 'e': 0.019649933621386378}",25,5,36.76051660200705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.019453434285172513}",20,13,9.86128875858979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.019258899942320787}",20,13,13.69618014927685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.01906631094289758}",20,10,13.8866271304147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.018875647833468602}",30,15,22.431863589673412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.018686891355133916}",20,8,19.470759409819518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.018500022441582577}",25,15,18.83967958765728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.01831502221716675}",20,6,23.28639682762192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.018131871994995084}",20,9,20.226098735591183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.017950553275045134}",20,3,28.780292888354985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.017771047742294682}",25,9,24.31346198105995,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.017593337264871736}",20,0,-30.090504227206083,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
403,False,"{'a': 0.2, 'e': 0.01741740389222302}",20,0,34.86775575314101,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.2, 'e': 0.01724322985330079}",20,0,27.254341860223565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.2, 'e': 0.017070797554767782}",20,16,5.192473701423948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.016900089579220106}",20,11,18.465131715201203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.016731088683427906}",25,13,22.66667670618015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.016563777796593626}",20,0,27.464714881322486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.2, 'e': 0.016398140018627688}",20,16,7.982437077349859,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.01623415861844141}",35,17,32.7700133135633,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.016071817032256998}",20,2,29.13505632041726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.01591109886193443}",20,5,19.572582908207096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.015751987873315085}",20,8,17.440501604543623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.015594467994581935}",35,26,21.490963501081975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.015438523314636115}",25,20,7.416271270487426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.015284138081489753}",25,0,34.71924142565453,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.2, 'e': 0.015131296700674856}",25,9,26.451629132416578,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.014979983733668108}",20,11,15.396988365716878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.014830183896331426}",20,10,18.64019461262939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.014681882057368112}",20,12,10.707311155219301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.01453506323679443}",20,16,6.678030415935172,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014389712604426485}",30,11,36.47729353954174,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.01424581547838222}",25,16,12.84587427289684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.014103357323598397}",20,6,21.136747934859812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.013962323750362413}",30,16,26.53884085092391,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.013822700512858789}",30,12,32.71779672119107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.0136844735077302}",25,11,27.157984805857936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.013547628772652899}",20,10,6.583521179146686,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.01341215248492637}",20,12,10.7859077439038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013278030960077106}",25,3,33.57905642362408,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013145250650476335}",25,11,24.569780107478206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.01301379814397157}",25,5,29.15694895184368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.012883660162531854}",20,0,28.807172083560616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.2, 'e': 0.012754823560906535}",25,11,27.24507229443112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.01262727532529747}",20,14,10.760764668620277,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.012501002572044496}",25,11,20.905930017897294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.01237599254632405}",25,1,15.70463452988837,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.01225223262086081}",25,9,-10.703621725790025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.2, 'e': 0.012129710294652202}",20,8,24.05183948404573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.01200841319170568}",25,15,18.826041937558617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.011888329059788623}",25,13,21.02861004782636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.011769445769190737}",20,11,18.993174784551673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.01165175131149883}",20,3,27.673090227330867,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011535233798383842}",30,8,39.73545036223473,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.011419881460400004}",20,10,16.031642413672284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011305682645796004}",20,0,29.464128445611802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.2, 'e': 0.011192625819338045}",20,8,20.646357991405115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.011080699561144665}",20,16,7.620189258675696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.010969892565533218}",20,10,18.199693697896713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.010860193639877886}",20,0,27.191647456303745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.2, 'e': 0.010751591703479106}",20,8,21.712096638999306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.010644075786444315}",25,14,21.995554006361996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.010537635028579873}",20,9,17.047717482468137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.010432258678294073}",30,22,13.337755309800722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.010327936091511133}",20,0,27.849050763780134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.010224656730596022}",20,12,12.79113937632334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.01012241016329006}",20,0,19.697150021676887,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.2, 'e': 0.01002118606165716}",20,0,11.057294780145046,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.2, 'e': 0.009920974201040588}",35,20,30.39077748835804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.009821764459030182}",20,0,31.60831883208206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.00972354681443988}",20,14,9.909558195148573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.2, 'e': 0.00962631134629548}",25,11,29.456262664693366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.009530048232832525}",25,16,17.925193713014693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.2, 'e': 0.009434747750504199}",20,6,27.979994072637414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.2, 'e': 0.009340400272999157}",20,16,5.609504826258021,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.009246996270269165}",30,15,27.715828065126953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.009154526307566474}",20,9,24.87463112588814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.009062981044490808}",30,20,19.822445811624917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.2, 'e': 0.0089723512340459}",25,2,34.57808351685324,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.00888262772170544}",25,17,15.947626820220169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.008793801444488386}",20,6,18.34113373697621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.008705863430043502}",25,19,13.32929920609557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.008618804795743068}",20,10,19.035109588416823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.2, 'e': 0.008532616747785637}",20,3,27.511422631621322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.2, 'e': 0.00844729058030778}",30,14,29.83964817867514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.008362817674504702}",20,14,9.816851841609424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.2, 'e': 0.008279189497759654}",25,0,41.882227889688565,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.008196397602782058}",20,12,2.7646727249056786,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.008114433626754238}",20,14,13.914752505521246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.2, 'e': 0.008033289290486696}",20,15,9.926979630270672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.00795295639758183}",20,13,14.22750956771167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.00787342683360601}",25,14,19.032832806105496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.0077946925652699495}",25,9,30.14508271243622,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.00771674563961725}",20,11,15.1189594215478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.007639578183221077}",20,1,27.071196882272833,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.0075631824013888665}",25,13,22.723294783151886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.007487550577374978}",20,16,7.557889366425977,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.007412675071601228}",30,18,22.66341848380541,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.2, 'e': 0.007338548320885215}",30,12,31.14713812397628,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.0072651628376763635}",20,12,20.388705799146678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.0071925112092996}",20,4,22.327613824572065,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.007120586097206604}",20,11,16.50277174177175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.007049380236234538}",30,19,17.337254036685405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.006978886433872193}",25,20,8.240080207848571,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.006909097569533471}",25,4,34.60607340705937,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.006840006593838137}",20,14,12.647090848966798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.2, 'e': 0.0067716065278997555}",20,10,18.270832146540577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.006703890462620758}",25,12,-1.100146617164741,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.006636851557994551}",25,14,18.136356694866482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.2, 'e': 0.006570483042414605}",30,23,13.093443899127097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.006504778211990459}",20,13,2.432962409129672,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.2, 'e': 0.006439730429870554}",25,7,25.897593087151368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.0063753331255718484}",30,16,26.182213132631237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.2, 'e': 0.00631157979431613}",20,4,24.86868553973507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.006248463996372969}",25,14,21.022178014987052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.006185979356409239}",25,17,13.075602649567072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.006124119562845147}",20,6,12.990549878171462,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.2, 'e': 0.006062878367216695}",30,12,27.827196483570845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.006002249583544528}",30,16,19.997711365784255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.005942227087709083}",20,0,31.023140416851263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.2, 'e': 0.005882804816831992}",25,13,18.42056278003043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.005823976768663672}",20,0,29.38929640785766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.2, 'e': 0.005765737000977035}",25,15,23.21547466487183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.2, 'e': 0.005708079630967265}",25,15,16.50775483346687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.005650998834657592}",20,11,17.253564316652295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.005594488846311016}",30,14,26.98591645849051,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.005538543957847906}",20,16,9.024085031756337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.2, 'e': 0.005483158518269427}",20,9,19.64990651787795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.005428326933086733}",30,14,26.645704309678372,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.2, 'e': 0.005374043663755866}",25,6,24.057575441444907,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.005320303227118307}",25,12,22.468970554812387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.005267100194847124}",25,7,19.297097698574355,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.005214429192898652}",20,5,19.052855059748037,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.005162284900969666}",35,21,28.984944901320954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.2, 'e': 0.005110662051959969}",30,9,34.886945064506634,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.005059555431440369}",35,20,27.81101486186687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.005008959877125965}",20,0,26.97876750147435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.2, 'e': 0.004958870278354705}",20,11,17.35771045524897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.004909281575571158}",20,6,29.35749073816309,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.004860188759815446}",20,8,19.21615959944772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.004811586872217292}",20,15,10.93575999924053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.004763471003495119}",20,15,10.597118080090898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.2, 'e': 0.004715836293460168}",30,23,16.161145810934038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.004668677930525566}",25,13,19.46242356444799,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.2, 'e': 0.00462199115122031}",20,0,30.988979687646804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.004575771239708107}",25,15,22.610316186628246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.2, 'e': 0.004530013527311026}",20,13,11.190967547227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.004484713392037916}",20,3,27.120724003019156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.004439866258117537}",35,17,28.332989811215217,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.004395467595536362}",25,2,32.145634594271364,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.004351512919580998}",35,19,29.291659402160914,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.004307997790385188}",25,3,35.718291546995,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.004264917812481336}",20,15,11.295504339431078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.0042222686343565225}",20,10,14.338350101861396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.0041800459480129575}",30,0,32.482334046749976,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.2, 'e': 0.0041382454885328275}",25,14,18.975489591041026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.2, 'e': 0.004096863033647499}",25,11,3.2217023221167507,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.2, 'e': 0.0040558944033110235}",35,27,14.449375371889781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.2, 'e': 0.0040153354592779135}",20,0,38.05003050893051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.2, 'e': 0.0039751821046851345}",30,20,15.40605322853995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.003935430283638283}",20,14,10.645655599402023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.0038960759808019003}",25,16,17.365542960481868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.2, 'e': 0.003857115220993881}",20,10,18.50130740489531,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
