trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.2, 'e': 0.15894270919978754}",30,3,23.044826851459717,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.15735328210778965}",25,4,-15.567498913747881,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.2, 'e': 0.15577974928671176}",20,12,-89.68585894991479,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 2}",1
186,False,"{'a': 0.2, 'e': 0.15422195179384465}",25,10,-7.967243512172416,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1526797322759062}",20,10,2.362408434447102,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15115293495314713}",25,20,10.476644481674622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.14964140560361566}",20,0,-54.8927215208314,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
190,False,"{'a': 0.2, 'e': 0.1481449915475795}",25,11,24.044427042902164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.1466635416321037}",20,9,5.939698409586056,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.14519690621578268}",20,14,11.515019327719994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.14374493715362485}",25,15,17.531267214750997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.1423074877820886}",20,12,8.469517977482868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.1408844129042677}",20,6,-30.489358631715834,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
196,False,"{'a': 0.2, 'e': 0.13947556877522502}",35,17,31.026420645512108,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.13808081308747278}",20,13,12.189176462692961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13670000495659804}",20,3,-14.590382205637045,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.2, 'e': 0.13533300490703207}",20,6,-18.960150963287454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.2, 'e': 0.13397967485796175}",30,16,23.754972550685444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13263987810938213}",25,15,14.503184211464951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.1313134793282883}",20,5,-15.100372272493251,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.13000034453500542}",25,18,13.98063386624837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.12870034108965536}",25,15,20.74974945607171,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.12741333767875881}",20,15,8.158534153135111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.12613920430197123}",30,16,-10.815843411312297,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.12487781225895152}",25,1,10.453553000795075,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.123629034136362}",35,12,19.491079018734762,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12239274379499838}",25,17,1.6759374320713698,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.1211688163570484}",25,18,10.704824476235506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.11995712819347792}",25,0,-51.776333727349495,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
212,False,"{'a': 0.2, 'e': 0.11875755691154315}",20,16,9.342105743544872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11756998134242772}",25,0,5.252217146302855,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
214,False,"{'a': 0.2, 'e': 0.11639428152900344}",20,6,25.63597896859978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.11523033871371341}",20,14,11.846721471057409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11407803532657627}",20,8,2.295080504578228,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.11293725497331052}",20,0,35.58918970006012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.2, 'e': 0.1118078824235774}",25,0,35.68886894734297,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.11068980359934164}",25,13,-3.645050806322443,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.10958290556334822}",20,15,9.842015665607159,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.10848707650771475}",25,11,29.743003449961964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.1074022057426376}",30,8,-7.588695278585937,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.2, 'e': 0.10632818368521123}",20,0,-35.6290012430184,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.2, 'e': 0.10526490184835911}",20,0,25.580388375953873,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.2, 'e': 0.10421225282987552}",30,19,-18.76767147623244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.2, 'e': 0.10317013030157676}",20,4,-15.69967144065198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.2, 'e': 0.10213842899856099}",20,12,13.426877317030534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.10111704470857538}",25,3,-3.5272692416192566,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.2, 'e': 0.10010587426148963}",30,18,9.941976248536246,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.09910481551887473}",30,16,-25.078101960193884,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.2, 'e': 0.09811376736368599}",25,0,26.321128295446275,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.2, 'e': 0.09713262969004913}",30,19,19.91457674808194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09616130339314863}",30,23,-10.079757422454328,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09519969035921715}",30,15,32.089652189187625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09424769345562498}",30,8,-2.6359436467275037,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09330521652106873}",25,10,16.853135602515607,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.09237216435585804}",25,17,9.724628897930197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.09144844271229946}",25,5,30.883162012302147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09053395828517646}",20,10,20.97696982126218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.08962861870232469}",20,14,13.064514775646487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08873233251530144}",20,13,0.6557173509316372,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08784500919014843}",20,15,8.38956124162755,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08696655909824694}",35,0,37.70772486531217,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.08609689350726446}",25,0,16.956288364388374,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.2, 'e': 0.08523592457219181}",20,14,11.759076706334747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.0843835653264699}",30,10,39.58004580618276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.0835397296732052}",30,19,20.340413516999384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.08270433237647315}",20,15,8.830587506302704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08187728905270841}",25,11,27.009291328815394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08105851616218133}",30,0,49.822710819108096,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.08024793100055952}",20,9,8.384379251143589,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.07944545169055392}",20,8,11.981498927809994,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07865099717364837}",20,0,18.886904994966148,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.2, 'e': 0.07786448720191189}",20,11,14.963140554970282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07708584232989277}",30,15,3.6049939313030173,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07631498390659384}",25,1,7.733510163709237,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07555183406752791}",20,0,25.22031199923282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.2, 'e': 0.07479631572685264}",30,6,35.58810180171448,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07404835256958411}",20,12,17.61391480835909,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07330786904388827}",20,11,17.4154235980948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.07257479035344938}",20,11,-5.623987385857797,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.07184904244991488}",25,5,-4.200982846987879,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.07113055202541574}",25,0,19.914675833789996,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
264,False,"{'a': 0.2, 'e': 0.07041924650516158}",30,17,21.20242701652495,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.06971505404010997}",30,2,42.481594788163676,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.06901790349970886}",20,0,-43.807457899037495,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
267,False,"{'a': 0.2, 'e': 0.06832772446471178}",25,1,34.937546198502055,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.06764444722006466}",20,10,13.473380512134145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.066968002747864}",25,14,23.61660116934106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06629832272038537}",20,8,23.090906695327657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06563533949318151}",35,25,18.956227354485893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06497898609824969}",20,13,-37.42613367781564,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.2, 'e': 0.0643291962372672}",20,13,-25.79201057812081,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.2, 'e': 0.06368590427489453}",20,16,6.2020157598067485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06304904523214558}",20,13,11.825272534304343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.06241855477982412}",20,14,11.886908934955143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.06179436923202588}",30,15,-30.65281085427504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.2, 'e': 0.06117642553970562}",20,3,25.45188804854565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06056466128430856}",20,3,26.158810270121734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.05995901467146548}",25,10,14.812957685278917,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.05935942452475082}",25,17,13.026146602237215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.058765830279503314}",20,11,16.823115648728173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.05817817197670828}",35,24,21.9816634985254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.057596390256941195}",25,16,-7.496880129707916,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05702042635437178}",20,6,24.033481858894113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.05645022209082806}",20,5,20.309473111992784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.05588571986991978}",30,20,23.402226846873162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.055326862671220584}",20,4,-37.78865834281757,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.2, 'e': 0.05477359404450838}",20,0,17.07424045894516,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.2, 'e': 0.054225858104063294}",20,9,11.226926199929315,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05368359952302266}",25,10,-14.6519766127828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.2, 'e': 0.053146763527792434}",25,4,7.843140177532845,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.052615295892514506}",35,18,34.97885966323965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.052089142933589364}",20,0,28.816518740882227,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.2, 'e': 0.05156825150425347}",25,7,18.554066182545295,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.051052568989210935}",25,4,33.39851553303923,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05054204329931883}",35,21,-13.448204898689939,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.2, 'e': 0.05003662286632564}",30,17,10.883061023189505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.04953625663766238}",25,13,7.373116425995818,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.04904089407128576}",30,21,17.22937078812901,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.0485504851305729}",25,10,14.965595482829823,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.048064980279267165}",20,6,25.51656041503866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.04758433047647449}",25,0,25.82470806571233,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,False,"{'a': 0.2, 'e': 0.04710848717170975}",20,0,36.61864286491406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.2, 'e': 0.04663740229999265}",25,10,-13.063762211115712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.2, 'e': 0.04617102827699272}",20,12,12.233597440239407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.045709317994222794}",25,17,3.5590540600059546,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.04525222481428057}",25,17,14.360502185973221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.04479970256613776}",25,11,26.186729934186395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.04435170554047638}",25,15,22.273204326666814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.043908188485071616}",25,15,20.447558245173713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.0434691066002209}",20,5,22.54301980317239,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04303441553421869}",25,5,-9.629239040397417,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.2, 'e': 0.0426040713788765}",25,12,18.38296673129373,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.04217803066508773}",25,6,32.124978959397836,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.04175625035843686}",25,12,21.76002411848534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.041338687854852486}",20,11,-23.657397467736534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.2, 'e': 0.04092530097630396}",20,6,-27.732722733731,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
319,False,"{'a': 0.2, 'e': 0.040516047966540916}",25,0,38.89210065304175,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.2, 'e': 0.04011088748687551}",20,12,12.496772530957815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.03970977861200675}",25,18,14.851202749533668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.03931268082588668}",20,7,-11.584421878259533,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.03891955401762781}",20,10,9.801389430560766,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.03853035847745153}",35,21,23.89178660907953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.03814505489267701}",35,14,44.128925615005556,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.03776360434375024}",20,0,28.769925912176827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.2, 'e': 0.03738596830031274}",25,13,23.80681707569481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.03701210861730961}",30,18,22.578213845296293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.03664198753113651}",25,20,7.0427206914336775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.036275567655825146}",25,6,-10.270451144985914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.2, 'e': 0.03591281197926689}",30,22,14.529381144973126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.035553683859474224}",20,12,16.45335075231708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.03519814702087948}",25,10,24.946053093248526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.03484616555067068}",25,10,24.545613879828714,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.034497703895163975}",20,11,19.151645748889074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.03415272685621234}",20,5,11.557135814774004,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03381119958765021}",25,8,26.54869022476002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.03347308759177371}",30,18,23.12445995786406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.03313835671585597}",20,5,25.425314320572532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.03280697314869741}",20,8,11.031813441590977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.032478903417210436}",25,13,18.965782452845083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.032154114383038335}",25,20,9.316410849179752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.03183257323920795}",20,6,12.467258482634293,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.03151424750681587}",20,0,28.18245724787202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.2, 'e': 0.03119910503174771}",20,5,15.962851405878638,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.030887113981430233}",20,9,22.19245862221933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.03057824284161593}",30,10,36.195111534355426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.03027246041319977}",35,22,27.5784009018199,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.029969735809067772}",30,14,29.484251918599988,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.029670038450977095}",20,12,-33.03632070559512,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
351,False,"{'a': 0.2, 'e': 0.029373338066467324}",20,6,25.938090213245264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.02907960468580265}",35,25,18.041128925823713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.028788808638944622}",25,14,19.56976162095256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.028500920552555174}",25,5,30.471910938641706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.028215911347029624}",20,13,12.553747163621045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.027933752233559327}",25,13,-20.268316925764076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.2, 'e': 0.027654414711223735}",20,11,17.089566221564077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.027377870564111496}",25,0,35.956388116716845,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.2, 'e': 0.027104091858470382}",20,16,7.518030639462364,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.026833050939885677}",25,13,21.87338739282297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.02656472043048682}",30,11,28.493013481229358,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.02629907322618195}",20,11,17.38491568277003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.026036082493920133}",25,17,15.532346106265667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.02577572166898093}",25,17,-25.320909308598246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.2, 'e': 0.025517964452291122}",20,15,4.089853971226541,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.02526278480776821}",20,0,30.765562799967974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.2, 'e': 0.025010156959690527}",25,5,29.62017765500573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
